,title,photo_url,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,availabilityStarts,url,allows_Occasional overnight guests,allows_Pets,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,n_Kitchens,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,"landlord_Female, 26-30 years old",landlord_Professional,landlord_Lives with family,landlord_Has pets,short_term_penalty_days,allows_Postgraduates,"landlord_Female, 40+ years old",allows_Full-time employees,allows_Female only,allows_Undergraduates,n_Dining Rooms,allows_Domestic students,allows_Male only,Requirements,allows_International students,"landlord_Female, 18-25 years old",landlord_Undergraduate student,"landlord_Male, 31-40 years old","landlord_Male, 40+ years old",Enclosed balcony,landlord_Female,"landlord_Female, 31-40 years old",landlord_Male,landlord_Postgraduate student,"landlord_Male, 18-25 years old",Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_wcs,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
38,Single room in Chelas,https://cdn-static-new.uniplaces.com/property-photos/2c0aff489c8266ebc713971075e22602dc0102cb5e5e15b3157a4f7368052bc9/x-large.jpg,11.0,5,Single bedroom,1,5,3,375.0,2022-01-23,https://www.uniplaces.com/accommodation/lisbon/83776,0,0,0,1,0,1,0,0,1,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Unknown,1,1,1,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,,0,1,0,1,0,0,1,0.0,1
39,Comfy double bedroom in a residence in Alcântara,https://cdn-static-new.uniplaces.com/property-photos/92c8c907406ef876a7e1c1152b84b2c15cca9f4b9336edf4c007a3315e3f3edd/x-large.jpg,14.0,3,Double bedroom,2,0,2,410.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/70116,1,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,Moderate,90.0,Weekly,118.0,Alcântara,1,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,13.0,0,0,1,0,1,0,0,210.0,1
40,"Charming Bedroom with private bathroom, in residence",https://cdn-static-new.uniplaces.com/property-photos/5c8c3d0e1ab350168b668b3ef8683421fdb1c9858468d8029e26fb45d3f9966a/x-large.jpg,40.0,0,Twin bedroom,1,0,5,550.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/51437,0,0,0,1,0,2,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Unknown,1,1,0,1,1,1,0,0,0,5,5,5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,-50.0,1
41,Awesome single bedroom close to IST,https://cdn-static-new.uniplaces.com/property-photos/38b8db0a502c60a9d9a5b140788cb2360d9fa2c18acfe366ea3a0ec51ef354dc/x-large.jpg,11.0,0,Single bedroom,1,7,3,550.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/271050,0,0,0,1,0,1,0,0,4,1,0,0,Fortnightly,Some included,Moderate,0.0,Weekly,27.0,Roma-Areeiro,1,1,1,0,0,1,1,1,0,2,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,1,0.0,1
42,Charming single bedroom in Lumiar,https://cdn-static-new.uniplaces.com/property-photos/15e5dae6f8e3d788e3dd7f1ed2b622bef773eb124e2e9bc6c16faa51b7d6670b/x-large.jpg,20.0,0,Single bedroom,1,5,2,450.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/422843,0,0,0,0,0,0,0,0,0,0,0,0,Fortnightly,Not included,Moderate,0.0,Not specified,180.0,Lumiar,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,1
43,"Homely double bedroom in Arroios, near Instituto Superior Técnico",https://cdn-static-new.uniplaces.com/property-photos/3409b817ac769d584566978feb4df440d65e47903db7782522aeaddd26c78d77/x-large.jpg,12.0,3,Double bedroom,2,9,2,436.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/42862,1,0,0,0,0,1,0,0,3,0,0,1,Monthly,Included,Moderate,90.0,Weekly,145.0,Arroios,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,1
44,"Fantastic double bedroom, with private bathroom",https://cdn-static-new.uniplaces.com/property-photos/9fbf99d0fe3c26e8ad95d5d70743a2fae4804e644d001bdc00840a57dac22a22/x-large.jpg,21.0,0,Double bedroom,2,0,6,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/94406,0,0,0,1,0,0,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Intendente,0,1,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,,0,1,0,0,1,0,0,0.0,1
45,Welcoming double ensuite bedroom near the Intendente metro,https://cdn-static-new.uniplaces.com/property-photos/5678fbc8fbe04001c543d681dfac0916d829369f64daeec197a66ccefb4f63a8/x-large.jpg,27.0,0,Double bedroom,2,0,2,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/22245,0,0,0,1,0,0,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Intendente,0,1,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,24.0,1,1,0,0,1,0,0,0.0,1
46,Tasteful double ensuite bedroom in Anjos,https://cdn-static-new.uniplaces.com/property-photos/d847d631fd460221d30454397aebb296afd736513d8006c21e45c37ca82752fb/x-large.jpg,20.0,0,Double bedroom,2,0,2,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/22246,0,0,0,1,0,0,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Intendente,0,1,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,26.0,1,1,0,0,1,0,0,0.0,1
47,Great double bedroom close to Inst. Superior Agronomia and Universidade da Ajuda,https://cdn-static-new.uniplaces.com/property-photos/a900f9e764396a6c159d6088b6b3e1bce2a33c80f3665bb4a81e5936a642177c/x-large.jpg,19.0,0,Single bedroom,1,3,2,400.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/432210,0,0,0,1,0,1,0,0,2,1,0,0,Monthly,Some included,Strict,0.0,Fortnightly,90.0,Ajuda,1,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,1
48,Tasteful double ensuite bedroom in Anjos,https://cdn-static-new.uniplaces.com/property-photos/d847d631fd460221d30454397aebb296afd736513d8006c21e45c37ca82752fb/x-large.jpg,20.0,0,Double bedroom,2,0,2,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/22246,0,0,0,1,0,0,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Intendente,0,1,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,26.0,1,1,0,0,1,0,0,0.0,1
49,Great double bedroom close to Inst. Superior Agronomia and Universidade da Ajuda,https://cdn-static-new.uniplaces.com/property-photos/a900f9e764396a6c159d6088b6b3e1bce2a33c80f3665bb4a81e5936a642177c/x-large.jpg,19.0,0,Single bedroom,1,3,2,400.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/432210,0,0,0,1,0,1,0,0,2,1,0,0,Monthly,Some included,Strict,0.0,Fortnightly,90.0,Ajuda,1,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,1
50,Charismatic twin ensuite bedroom in Benfica,https://cdn-static-new.uniplaces.com/property-photos/d659c225148f054c2e5266417cff0ed4bea4291ff3c01093a74db38d0e9dcd5e/x-large.jpg,16.0,0,Twin bedroom,2,5,2,400.0,2022-01-15,https://www.uniplaces.com/accommodation/lisbon/59423,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Not included,Moderate,50.0,Not specified,27.0,Benfica,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,240.0,,1,0,0,2,0,0,0,0.0,1
51,Double Room in 4-bedroom apartment with easy access to subway,https://cdn-static-new.uniplaces.com/property-photos/dfead1f4acbecc391740dc2b857a4c88008585390859361519bb4866ba0126e0/x-large.jpg,12.0,5,Double bedroom,2,4,2,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/234946,0,0,0,1,0,1,0,0,2,1,0,1,Fortnightly,Some included,Moderate,0.0,Weekly,27.0,Lumiar,1,1,1,0,0,1,1,0,0,2,2,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,1
52,Delightful single bedroom near to Instituto Politécnico de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/a24ae2302a65aaccccc0b7ce6a7f45a459308ff15083cfacbc0389a01a62d94b/x-large.jpg,19.0,3,Single bedroom,1,5,2,300.0,2022-01-31,https://www.uniplaces.com/accommodation/lisbon/39837,0,0,0,1,0,1,1,1,1,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Benfica,1,1,1,0,0,0,1,1,0,2,2,0,2,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,90.0,12.0,0,0,0,1,0,0,0,0.0,1
53,Quite comfortable double bedroom in Moscavide,https://cdn-static-new.uniplaces.com/property-photos/3aa9ee79307bd372faea0a0ed6da2f8510a9663c772a99b7dde03930409bf315/x-large.jpg,22.0,3,Double bedroom,1,2,1,400.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/24937,0,0,1,1,0,2,1,1,2,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Parque das Nações,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,0,1,0.0,0,1,1,1,0.0,1,1,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,82.0,12.0,0,1,0,0,1,1,0,0.0,1
54,"Quarto 306, Santos, Lisboa.",https://cdn-static-new.uniplaces.com/property-photos/8d3b03d3cb7018c4a20593a85ff9a10a3b1522543df8a4ae5c61573292d6ad80/x-large.jpg,5.0,5,Single bedroom,1,8,1,290.0,2022-02-04,https://www.uniplaces.com/accommodation/lisbon/238591,0,0,0,1,0,1,0,0,2,1,0,1,Fortnightly,Some included,Moderate,0.0,Weekly,27.0,Santos,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,1,0.0,0
55,Pleasant single bedroom in the Alameda neighbourhood,https://cdn-static-new.uniplaces.com/property-photos/86f5e44a5c5e47d6847e25681f6a3b428a27b00c2c43b1192298545a8f6de1d6/x-large.jpg,32.0,5,Single bedroom,1,11,2,330.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/1460,1,0,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alameda,1,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,20.0,,0,0,0,1,0,0,0,0.0,0
56,Delightful double bedroom in Alfama,https://cdn-static-new.uniplaces.com/property-photos/0816f200d896807b3dcf92fca542e937a676e5f54cea92de005e33c81693453a/x-large.jpg,15.0,0,Double bedroom,1,4,3,725.0,2022-01-14,https://www.uniplaces.com/accommodation/lisbon/434852,1,0,0,1,0,2,0,0,1,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Alfama,1,1,0,1,0,0,1,0,0,3,3,3,0,1,1,1,1,1,1,0,0,0,2,1,0,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,21.0,0,1,0,0,1,0,0,362.0,1
57,Cosy double bedroom in classic Alfama,https://cdn-static-new.uniplaces.com/property-photos/ac4d2839359b020b872664ea529e7d6a4603b701b495664b5dc5e32562bcd49e/x-large.jpg,15.0,0,Double bedroom,1,4,3,775.0,2022-01-14,https://www.uniplaces.com/accommodation/lisbon/434864,1,0,0,1,0,1,0,0,1,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Alfama,1,1,0,1,0,0,1,0,0,3,3,3,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,11.0,0,1,0,0,1,0,0,387.0,1
58,"Double bedroom, with balcony, in 4-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/edde450ee2f3dc9bbbbf91cb813f931d924a283fec4c179de8293c9d1afc6b4e/x-large.jpg,14.0,5,Double bedroom,2,4,1,350.0,2022-01-15,https://www.uniplaces.com/accommodation/lisbon/12189,0,0,0,0,1,1,1,1,1,0,0,0,Fortnightly,Included,Moderate,100.0,Weekly,27.0,Martim Moniz,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,1,0,1,0.0,1,1,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,10.0,0,0,0,0,1,1,0,0.0,1
59,Comfortable single bedroom near Anjos metro station,https://cdn-static-new.uniplaces.com/property-photos/624ec57fd063c1eb56db617e53368181ac2f016a62aac9f96f55e96b5a3ee625/x-large.jpg,15.0,5,Single bedroom,1,9,3,350.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/120834,0,0,0,1,1,1,0,1,2,0,0,0,Monthly,Included,Moderate,0.0,Weekly,27.0,Arroios,1,1,1,0,0,1,0,0,0,3,3,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,15.0,13.0,0,0,0,1,0,0,0,0.0,0
60,Inviting double bedroom in a residence in proximity to Jardim da Estrela,https://cdn-static-new.uniplaces.com/property-photos/c4999bcd1015c80715badf943dedf1075ba4fe9b3f2c3ef01c27b2d72991c770/x-large.jpg,13.0,3,Double bedroom,2,0,2,420.0,2022-01-26,https://www.uniplaces.com/accommodation/lisbon/70117,1,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,90.0,Weekly,118.0,Alcântara,1,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,13.0,0,0,1,0,1,0,0,200.0,1
61,"Welcoming single bedroom in Restelo, bordering Algés",https://cdn-static-new.uniplaces.com/property-photos/1b3d49e5047cbd03f48a6cc54cb233d24ef2638197a0a4afcaa445be4831ac90/x-large.jpg,11.0,5,Single bedroom,1,4,2,325.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/50855,0,0,0,0,1,2,1,1,4,1,0,1,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Restelo,1,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,135.0,,0,1,0,1,0,0,0,0.0,0
62,Pleasant single bedroom close to typical Jardim da Estrela,https://cdn-static-new.uniplaces.com/property-photos/f46e5757337599a9f7d8afdebebdc0fc168664671014ace4a59c955b8fc8a69f/x-large.jpg,14.0,4,Single bedroom,1,6,2,336.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/55708,0,0,0,0,1,0,1,1,1,0,0,0,Monthly,Included,Moderate,0.0,Weekly,118.0,Estrela,1,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,10.0,12.0,0,0,1,1,0,0,0,200.0,0
63,Cozy bedroom next to Blue Metro line easy access to University and downtown,https://cdn-static-new.uniplaces.com/property-photos/a8e6aa794af07f7240f9186760168105fecb3e12d04be5993431c9255a8bc158/x-large.jpg,15.0,5,Single bedroom,1,5,2,330.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/130917,1,0,0,1,0,2,0,0,1,1,1,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Unknown,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,150.0,11.0,0,1,0,1,0,0,0,0.0,0
64,Spacious and tasteful double bedroom in Monte Abraão,https://cdn-static-new.uniplaces.com/property-photos/ec674216fbc8e01144f98fa6412f68ba71e0a4c13fde8d34f695c7731e93cf88/x-large.jpg,26.0,5,Double bedroom,1,4,2,300.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/408456,0,0,0,1,1,1,0,0,1,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Amadora,1,1,0,1,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,-50.0,0
65,Appealing bedroom next to Metro line easy access to University,https://cdn-static-new.uniplaces.com/property-photos/badfb0f366840959ffd2da3e2003a2436e752cf0149ea3ba2d4f6badb71a0b35/x-large.jpg,25.0,5,Single bedroom,1,5,2,370.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/57740,1,0,0,1,0,2,1,1,1,0,1,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Carnide,1,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,2,1,0,1,0,1,0.0,0,0,0,0,30.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,105.0,12.0,0,1,0,1,0,0,0,0.0,0
66,Comfy single bedroom near LX Factory,https://cdn-static-new.uniplaces.com/property-photos/53240960dbd6ecc8a49564f274d1df68eef4efa2a8432da1d4aa3ee5955a6251/x-large.jpg,47.0,5,Single bedroom,1,9,3,370.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/506,0,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alcântara,1,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,325.0,12.0,0,1,0,1,0,0,0,0.0,0
67,Bright Double bedroom next to blue Metro line easy access to University,https://cdn-static-new.uniplaces.com/property-photos/6e560af5a1aaf7ce46c3a1b22df58545ac8aa1660c68db0976cf710c0be77603/x-large.jpg,16.0,5,Double bedroom,2,5,2,350.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/130934,1,0,0,1,0,2,0,0,1,1,1,1,Fortnightly,Included,Moderate,120.0,Not specified,27.0,Unknown,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,150.0,19.0,0,1,0,0,1,0,0,0.0,0
68,Snug single bedroom near Anjos metro station - 1 month free,https://cdn-static-new.uniplaces.com/property-photos/fe5d2686a62287657bd1410e5053e2fdf2ce398521dee44b2169446ec426f182/x-large.jpg,16.0,0,Single bedroom,1,7,3,339.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/95941,1,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,Moderate,0.0,Weekly,28.0,Arroios,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,200.0,0
69,Central Bunk bedroom in Picoas,https://cdn-static-new.uniplaces.com/property-photos/d0d685247edb4ed2a096dd712d01c290a4a63ee0f817febc3aea1037db4a91dd/x-large.jpg,5.0,0,Twin bedroom,2,4,1,400.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/229533,0,0,0,1,1,0,1,1,1,0,0,0,Fortnightly,Some included,Moderate,60.0,Not specified,90.0,Pena,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0.0,0
70,Friendly double bedroom in typical neighbourhood,https://cdn-static-new.uniplaces.com/property-photos/9b5a95277e7cb155fb3dd039783cfe1b1a024bbb0ab5067e68477b60b75beaf7/x-large.jpg,16.0,0,Double bedroom,2,7,2,380.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/69996,1,0,0,0,0,1,0,0,4,1,0,0,Monthly,Included,Moderate,100.0,Weekly,145.0,Alameda,1,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,13.0,0,1,0,0,1,0,0,200.0,0
71,Snug double bedroom in sunny Estoril,https://cdn-static-new.uniplaces.com/property-photos/bbdfd44df3870ecfad468d517c4af2636de9faa7c5405b72c5f723d41573e908/x-large.jpg,2.0,0,Double bedroom,1,4,2,370.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/424015,0,0,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Estoril,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0.0,0
72,Single bedroom with balcony near Marquês de Pombal metro Station - 500mb net,https://cdn-static-new.uniplaces.com/property-photos/80efff8c769bac67e5fe9f61bdb754d9a30a335bc4e3b5cfa2cab54e1f72ec7c/x-large.jpg,23.0,5,Single bedroom,1,4,1,470.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/33482,0,0,0,1,0,1,1,1,1,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,110.0,Marquês de Pombal,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,10.0,0,0,0,1,0,0,0,0.0,0
73,Inviting double bedroom near the popular Tapada das Necessidades,https://cdn-static-new.uniplaces.com/property-photos/240b2ad70f2cd226f6fdf526062d012a0501a79da1bb3d82704b51680b9c3d85/x-large.jpg,16.0,2,Double bedroom,2,6,2,386.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/52694,0,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,90.0,Weekly,118.0,Estrela,1,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,1,0,0,200.0,0
74,Double bedroom in a 7-bedroom apartment not far from Universidade Nova de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/4890ac7264158e4e669a50d4702114e0522b676ecf0426f075bb8ae6654e9a94/x-large.jpg,13.0,0,Double bedroom,2,7,1,420.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/46973,0,0,0,1,1,2,0,0,1,1,0,0,Monthly,Included,Moderate,90.0,Weekly,118.0,Saldanha,1,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,0,1,0,0,200.0,0
75,Cosy single bedroom in casual Alameda,https://cdn-static-new.uniplaces.com/property-photos/04b20c12a354bff5043ebcc841b894167ed3f99857d893c6964baeb95a0ca826/x-large.jpg,16.0,0,Single bedroom,1,7,2,391.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/69997,1,0,0,0,0,1,0,0,4,1,0,0,Monthly,Included,Moderate,0.0,Weekly,90.0,Alameda,1,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,13.0,0,1,0,1,0,0,0,200.0,0
