,title,photo_url,n_thumbnails,rating,n_reviews,type,n_people,n_bedrooms,n_bathrooms,price,priceCurrency,availabilityStarts,availability,url,Occasional overnight guests,Pets,Smoking,1 Double bed,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Security deposit,Extra per tenant,Cleaning Frequency,Minimum stay,neighboorhood,n_Bathrooms,n_Kitchens,n_Living rooms,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,1 Single bed,Admin fee,Floor plan - 100 m2,"Female, 26-30 years old",Professional,Lives with family,Has pets,Bedroom area 8m 2,Short term penalty,Floor plan - 20 m2,Postgraduates,Floor plan - 110 m2,Bedroom area 10m 2,"Female, 40+ years old",Floor plan - 220 m2,Floor plan - 25 m2,Private bathroom,Bathroom,Bedroom area 1m 2,Floor plan - 105 m2,Floor plan - 5 m2,Floor plan - 4 m2,Floor plan - 13 m2,2 Single beds,Full-time employees,Floor plan - 8 m2,Floor plan - 15 m2,Bedroom area 25m 2,Female only,Bedroom area 9m 2,n_WCs,Floor plan - 10 m2,Undergraduates,Floor plan - 240 m2,Bedroom area 20m 2,Bedroom area 26m 2,Floor plan - 12 m2,Bedroom area 14m 2,n_Dining Rooms,Floor plan - 90 m2,Bedroom area 13m 2,Bedroom area 24m 2,Bedroom area 12m 2,Floor plan - 82 m2,Floor plan - 6 m2,Bedroom area 21m 2,Bedroom area 11m 2,Floor plan - 9 m2,Floor plan - 135 m2,Floor plan - 150 m2,Domestic students,Floor plan - 325 m2,Bedroom area 19m 2,The landlord didn’t provide any amenities for the Bathroom.,Floor plan - 280 m2,Floor plan - 40 m2,Bedroom area 18m 2,Floor plan - 160 m2,Floor plan - 14 m2,Floor plan - 18 m2,Floor plan - 85 m2,Male only,Requirements,n_Bathroom No photoss,Bedroom area 17m 2,Bedroom area 15m 2,Floor plan - 165 m2,Floor plan - 16 m2,International students,Floor plan - 400 m2,"Female, 18-25 years old",Undergraduate student,Floor plan - 126 m2,Floor plan - 30 m2,"Male, 31-40 years old",Floor plan - 75 m2,Floor plan - 120 m2,"Male, 40+ years old",Floor plan - 76 m2,Floor plan - 180 m2,Floor plan - 48 m2,Bedroom area 16m 2,n_Living room No photoss,Floor plan - 50 m2,Floor plan - 70 m2,Bedroom area 3m 2,Floor plan - 104 m2,Floor plan - 210 m2,Enclosed balcony,Floor plan - 98 m2,Female,Floor plan - 170 m2,Bedroom area 7m 2,Floor plan - 7 m2,Bedroom area 22m 2,Floor plan - 96 m2,Floor plan - 140 m2,Floor plan - 55 m2,Floor plan - 95 m2,Bedroom area 6m 2,Floor plan - 200 m2,Floor plan - 60 m2,Floor plan - 11 m2,n_WC No photoss,Floor plan - 130 m2,Bedroom area 32m 2,"Female, 31-40 years old",Male,Floor plan - 350 m2,Floor plan - 35 m2,2 Double beds,Floor plan - 190 m2,Postgraduate student,Floor plan - 21 m2,Bedroom area 30m 2,"Male, 18-25 years old",4 Single beds,Floor plan - 65 m2,Floor plan - 17 m2,Holding deposit,Floor plan - 300 m2,3 Single beds,Floor plan - 250 m2,Floor plan - 106 m2,Floor plan - 2 m2
24,Stupendous double bedroom near Fundação Calouste Gulbenkian,https://cdn-static-new.uniplaces.com/property-photos/b9f1516fa0ddcf6838b8c4bdf4e6233261c535d48a37aa6e94dcd9d1b1693ea0/x-large.jpg,15,0,0,Double bedroom,1 person,10-bedroom apartment,3 bathrooms,440,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/435285,False,False,False,True,True,True,1,,,2,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,90 nights,São Sebastião,3.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,True,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Charming double bedroom within reach of ISCEM,https://cdn-static-new.uniplaces.com/property-photos/03977355d354c765161411934d483a5175135d7c0ed7c6c1ca71bc1d5aecfe2d/x-large.jpg,13,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""d81d8ea5-cd27-420b-943c-a1446c646d84"")>",Double bedroom,Up to 2 people,5-bedroom apartment,1 Bathroom,380,EUR,Thu Jan 13 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/47553,False,False,False,True,True,False,1,True,True,1,False,False,0,Fortnightly,Not included,Moderate,Equal to first rent,€50/month,Weekly,27 nights,Bairro Alto,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,0.0,0.0,,,1.0,True,True,True,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Beautiful double bedroom near ISCEM,https://cdn-static-new.uniplaces.com/property-photos/f5adec584a71565807332a083b2d3aaf5c675a756d894fd12548000501a9d3a6/x-large.jpg,17,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""9953a35d-3f75-45fe-9cbd-fa5388c164e8"")>",Double bedroom,Up to 2 people,5-bedroom apartment,1 Bathroom,380,EUR,Thu Jan 13 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/47551,False,False,False,True,False,False,1,True,True,1,True,False,0,Fortnightly,Not included,Moderate,Equal to first rent,€50/month,Weekly,28 nights,Bairro Alto,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,True,True,0.0,0.0,,,1.0,True,True,True,True,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Spacious double bedroom with balcony close to Escola Superior de Comunicação Social,https://cdn-static-new.uniplaces.com/property-photos/9421f9300e313cccd0a20e007e2120a5dd182a3ebd165ec34a2ded5ba7875137/x-large.jpg,10,0,0,Double bedroom,1 person,3-bedroom apartment,2 bathrooms,400,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/422807,False,False,False,True,,True,1,,,0,,,True,Fortnightly,Not included,Moderate,Equal to first rent,,None,180 nights,Benfica,2.0,1.0,,1.0,,,,,,1.0,,2,2,,1,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Pretty neat single bedroom near Instituto Superior de Educação e Ciências,https://cdn-static-new.uniplaces.com/property-photos/ae7c6694792ac982d729e1573d928482f0e0776465859943c91d70916b404868/x-large.jpg,15,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""76a4a353-893c-47fd-b459-ecaacb975f2c"")>",Single bedroom,1 person,4-bedroom apartment,1 Bathroom,350,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/24094,False,False,False,,True,0,2,True,True,2,0,0,0,Fortnightly,Included,Moderate,Equal to first rent,,None,27 nights,Lumiar,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1,False,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,1.0,,True,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Incredible double bedroom near Intendente metro station,https://cdn-static-new.uniplaces.com/property-photos/9dd0defaa767df8b86a69ff987378f2849a5d6008ac45ba9d31b1cf26863a2c6/x-large.jpg,33,0,0,Double bedroom,Up to 2 people,8-bedroom apartment,2 bathrooms,383,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/408049,False,False,False,True,True,True,1,,,3,,,1,Monthly,Included,Moderate,€683,€90/month,Weekly,140 nights,Anjos,2.0,1.0,1.0,1.0,,,,,,,,2,2,2,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Lovely double bedroom near to the Saldanha metro station,https://cdn-static-new.uniplaces.com/property-photos/5740ab97d2862eb02d0b64a42f6a0dbc7f30555d469f89cb9de7eae20cfc2a5d/x-large.jpg,5,0,0,Double bedroom,Up to 2 people,7-bedroom apartment,1 Bathroom,448,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/69779,False,False,False,True,,True,True,,,1,False,False,0,Monthly,Included,Moderate,€648,€90/month,Weekly,118 nights,Saldanha,1.0,1.0,,1.0,,,,0.0,,,0.0,1,1,0,1,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Homely and bright single room in Benfica,https://cdn-static-new.uniplaces.com/property-photos/b4370e3470160efad1af9cd3f4f78d052731a81377cea074e6cf2e4cac8ad7ce/x-large.jpg,15,0,0,Single bedroom,1 person,5-bedroom apartment,2 bathrooms,320,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/150759,False,False,False,,True,True,1,False,False,1,True,False,0,Fortnightly,Not included,Moderate,Equal to first rent,,Not specified,27 nights,Benfica,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Appealing twin bedroom in a cool hostel, in residential Anjos",https://cdn-static-new.uniplaces.com/property-photos/0dae9fe72cdd7dcdb9e19d73716f4b328bc27dad2945915918595c48684498a1/x-large.jpg,28,0,0,Twin bedroom,Up to 2 people,Apartment in hostel,6 bathrooms,499,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/22248,False,False,False,,True,0,0,True,True,2,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Intendente,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,,,,,,,,,0.0,0.0,1,True,True,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Alluring twin bedroom in residential Anjos,https://cdn-static-new.uniplaces.com/property-photos/26c8824a2c133a3536e23690bb16e04ff80839e8205568f250cf5859be178723/x-large.jpg,28,0,0,Twin bedroom,Up to 2 people,Apartment in hostel,6 bathrooms,499,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/22247,False,False,False,,True,0,0,True,True,2,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Intendente,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,,,,,,,,,0.0,0.0,1,True,True,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Double bedroom in 5-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/7c528eae936f95b316f5211515dab8bf654a208f533c406944c3e7f67fdc423d/x-large.jpg,19,0,0,Double bedroom,1 person,5-bedroom apartment,2 bathrooms,450,EUR,Wed Jan 19 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/435423,False,False,False,True,True,True,1,,True,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,60 nights,Santa Apolónia,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Appealing double bedroom near the Instituto Superior de Economia e Gestão,https://cdn-static-new.uniplaces.com/property-photos/bd8a766cc629aeb8910da863bb1216822d3b52c3457e541d7974371b1ca047fb/x-large.jpg,11,0,0,Double bedroom,Up to 2 people,6-bedroom apartment,2 bathrooms,431,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/252471,False,False,False,True,True,True,1,,,1,False,False,0,Fortnightly,Included,Moderate,€631,€100/month,Not specified,118 nights,Estrela,2.0,1.0,,1.0,,,,0.0,,,,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Suite with private wc and shared kitchen in center of Parede,https://cdn-static-new.uniplaces.com/property-photos/1ace64564e9461a2a0143455fbf122e6a110dca16865652cbd4593259d40aa1c/x-large.jpg,9,0,0,Double bedroom,Private bathroom,1 person,5-bedroom apartment,475,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/214594,False,False,False,True,True,True,1,True,True,2,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,90 nights,Carcavelos,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,False,True,1.0,1.0,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Attractive single bedroom with a balcony, near Instituto Superior de Línguas e Administração de Lisboa",https://cdn-static-new.uniplaces.com/property-photos/125474b621af779a16123b34b0d7d2dfe0c042c21c9ea9d5bfcb8139e8ff1758/x-large.jpg,19,3,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""9dbf92a8-23ba-4167-909d-520889a65be4"")>",Single bedroom,1 person,5-bedroom apartment,2 bathrooms,250,EUR,Mon Jan 31 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/39836,False,False,False,,True,False,1,True,True,1,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Benfica,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1,False,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Single room in Chelas,https://cdn-static-new.uniplaces.com/property-photos/2c0aff489c8266ebc713971075e22602dc0102cb5e5e15b3157a4f7368052bc9/x-large.jpg,11,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""1d2299e9-c52f-4f2c-81d4-0179ebd78bc0"")>",Single bedroom,1 person,5-bedroom apartment,3 bathrooms,375,EUR,Sun Jan 23 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/83776,False,False,False,,True,0,1,False,False,1,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Unknown,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,False,True,0.0,0.0,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Comfy double bedroom in a residence in Alcântara,https://cdn-static-new.uniplaces.com/property-photos/92c8c907406ef876a7e1c1152b84b2c15cca9f4b9336edf4c007a3315e3f3edd/x-large.jpg,14,3,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""f977c86c-d395-459c-96ab-e492b3351923"")>",Double bedroom,Up to 2 people,Apartment in residence,2 bathrooms,410,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/70116,True,False,False,True,True,True,1,False,False,1,False,False,0,Monthly,Included,Moderate,€620,€90/month,Weekly,118 nights,Alcântara,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,2,2,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Charming Bedroom with private bathroom, in residence",https://cdn-static-new.uniplaces.com/property-photos/5c8c3d0e1ab350168b668b3ef8683421fdb1c9858468d8029e26fb45d3f9966a/x-large.jpg,40,0,0,Twin bedroom,1 person,Residence,2 bathrooms,550,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/51437,False,False,False,,True,0,2,True,True,3,1,0,0,Fortnightly,Included,Moderate,€500,,Weekly,90 nights,Unknown,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,5,5,5,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,False,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Awesome single bedroom close to IST,https://cdn-static-new.uniplaces.com/property-photos/38b8db0a502c60a9d9a5b140788cb2360d9fa2c18acfe366ea3a0ec51ef354dc/x-large.jpg,11,0,0,Single bedroom,1 person,7-bedroom apartment,3 bathrooms,550,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/271050,False,False,False,,True,0,1,,,4,1,0,0,Fortnightly,Some included,Moderate,Equal to first rent,,Weekly,27 nights,Roma-Areeiro,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2,2,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,False,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Charming single bedroom in Lumiar,https://cdn-static-new.uniplaces.com/property-photos/15e5dae6f8e3d788e3dd7f1ed2b622bef773eb124e2e9bc6c16faa51b7d6670b/x-large.jpg,20,0,0,Single bedroom,1 person,5-bedroom apartment,2 bathrooms,450,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/422843,False,False,False,,,,,,,,,,,Fortnightly,Not included,Moderate,Equal to first rent,,None,180 nights,Lumiar,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Homely double bedroom in Arroios, near Instituto Superior Técnico",https://cdn-static-new.uniplaces.com/property-photos/3409b817ac769d584566978feb4df440d65e47903db7782522aeaddd26c78d77/x-large.jpg,12,3,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""d3ed3ae4-1cfc-4a8c-b503-d4bb7a501a2c"")>",Double bedroom,Up to 2 people,9-bedroom apartment,2 bathrooms,436,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/42862,True,False,False,True,False,False,1,,,3,False,,1,Monthly,Included,Moderate,€636,€90/month,Weekly,145 nights,Arroios,2.0,1.0,,0.0,,,,0.0,,,,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,False,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Fantastic double bedroom, with private bathroom",https://cdn-static-new.uniplaces.com/property-photos/9fbf99d0fe3c26e8ad95d5d70743a2fae4804e644d001bdc00840a57dac22a22/x-large.jpg,21,0,0,Double bedroom,Up to 2 people,Apartment in hostel,6 bathrooms,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/94406,False,False,False,True,True,0,0,True,True,2,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Intendente,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,,,,,,,,,0.0,0.0,1,True,True,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Welcoming double ensuite bedroom near the Intendente metro,https://cdn-static-new.uniplaces.com/property-photos/5678fbc8fbe04001c543d681dfac0916d829369f64daeec197a66ccefb4f63a8/x-large.jpg,27,0,0,Double bedroom,Private bathroom,Up to 2 people,Apartment in hostel,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/22245,False,False,False,True,True,0,0,True,True,2,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Intendente,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,,,,,,,,,0.0,0.0,1,True,True,,,,,,,,,,,,,False,1.0,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Tasteful double ensuite bedroom in Anjos,https://cdn-static-new.uniplaces.com/property-photos/d847d631fd460221d30454397aebb296afd736513d8006c21e45c37ca82752fb/x-large.jpg,20,0,0,Double bedroom,Private bathroom,Up to 2 people,Apartment in hostel,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/22246,False,False,False,True,True,0,0,True,True,2,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Intendente,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,,,,,,,,,0.0,0.0,1,True,True,,,,,,,,,,,,,False,1.0,,,,,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Great double bedroom close to Inst. Superior Agronomia and Universidade da Ajuda,https://cdn-static-new.uniplaces.com/property-photos/a900f9e764396a6c159d6088b6b3e1bce2a33c80f3665bb4a81e5936a642177c/x-large.jpg,19,0,0,Single bedroom,1 person,3-bedroom apartment,2 bathrooms,400,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/432210,False,False,False,,True,0,1,,,2,1,0,0,Monthly,Some included,Strict,Equal to first rent,,Fortnightly,90 nights,Ajuda,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,True,True,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
