,title,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,url,allows_Occasional overnight guests,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,Enclosed balcony,Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
66,Comfy single bedroom near LX Factory,47.0,5,Single bedroom,1,9,3,370.0,https://www.uniplaces.com/accommodation/lisbon/506,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0.0,0,325.0,12.0,0,1,1,0,0,0,0.0,0
67,Bright Double bedroom next to blue Metro line easy access to University,16.0,5,Double bedroom,2,5,2,350.0,https://www.uniplaces.com/accommodation/lisbon/130934,1,0,1,0,2,0,0,1,1,1,1,Fortnightly,Included,120.0,Not specified,27.0,Unknown,1,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0,150.0,19.0,0,1,0,1,0,0,0.0,0
68,Snug single bedroom near Anjos metro station - 1 month free,16.0,0,Single bedroom,1,7,3,339.0,https://www.uniplaces.com/accommodation/lisbon/95941,1,0,1,1,1,0,0,1,0,0,0,Monthly,Included,0.0,Weekly,28.0,Arroios,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,,,0,0,1,0,0,0,200.0,0
69,Central Bunk bedroom in Picoas,5.0,0,Twin bedroom,2,4,1,400.0,https://www.uniplaces.com/accommodation/lisbon/229533,0,0,1,1,0,1,1,1,0,0,0,Fortnightly,Some included,60.0,Not specified,90.0,Pena,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0.0,0,,,0,0,2,0,0,0,0.0,0
70,Friendly double bedroom in typical neighbourhood,16.0,0,Double bedroom,2,7,2,380.0,https://www.uniplaces.com/accommodation/lisbon/69996,1,0,0,0,1,0,0,4,1,0,0,Monthly,Included,100.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,100.0,13.0,0,1,0,1,0,0,200.0,0
71,Snug double bedroom in sunny Estoril,2.0,0,Double bedroom,1,4,2,370.0,https://www.uniplaces.com/accommodation/lisbon/424015,0,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Estoril,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,0.0,0
72,Single bedroom with balcony near Marquês de Pombal metro Station - 500mb net,23.0,5,Single bedroom,1,4,1,470.0,https://www.uniplaces.com/accommodation/lisbon/33482,0,0,1,0,1,1,1,1,1,0,0,Fortnightly,Included,0.0,Weekly,110.0,Marquês de Pombal,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,,10.0,0,0,1,0,0,0,0.0,0
73,Inviting double bedroom near the popular Tapada das Necessidades,16.0,2,Double bedroom,2,6,2,386.0,https://www.uniplaces.com/accommodation/lisbon/52694,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
74,Double bedroom in a 7-bedroom apartment not far from Universidade Nova de Lisboa,13.0,0,Double bedroom,2,7,1,420.0,https://www.uniplaces.com/accommodation/lisbon/46973,0,0,1,1,2,0,0,1,1,0,0,Monthly,Included,90.0,Weekly,118.0,Saldanha,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
75,Cosy single bedroom in casual Alameda,16.0,0,Single bedroom,1,7,2,391.0,https://www.uniplaces.com/accommodation/lisbon/69997,1,0,0,0,1,0,0,4,1,0,0,Monthly,Included,0.0,Weekly,90.0,Alameda,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,100.0,13.0,0,1,1,0,0,0,200.0,0
76,Comfortable single bedroom in a residence in proximity to the Alcântara Terra train station,13.0,3,Single bedroom,1,0,2,358.0,https://www.uniplaces.com/accommodation/lisbon/70122,1,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Weekly,28.0,Alcântara,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,110.0,8.0,0,0,1,0,0,0,200.0,0
77,Snug single bedroom near Arroios metro station,12.0,3,Single bedroom,2,9,2,368.0,https://www.uniplaces.com/accommodation/lisbon/42864,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,145.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,200.0,0
78,"Double bedroom in a 10-bedroom flat, in Cais do Sodré",17.0,5,Double bedroom,2,10,2,420.0,https://www.uniplaces.com/accommodation/lisbon/34054,0,0,0,0,1,0,0,2,1,0,0,Monthly,Included,90.0,Weekly,118.0,Bica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0.0,0,,,0,1,0,1,0,0,200.0,0
79,"Nice Bedroom in a shared beautiful house by the sea, in Estoril, Lisbon Coast.",10.0,0,Double bedroom,2,6,1,650.0,https://www.uniplaces.com/accommodation/lisbon/436866,1,0,1,0,0,0,0,3,1,0,0,Fortnightly,Included,150.0,Fortnightly,27.0,Estoril,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0.0,0,280.0,,1,1,0,1,0,0,0.0,1
80,Inviting double bedroom in Estrela neighbourhood,14.0,4,Double bedroom,2,6,2,403.0,https://www.uniplaces.com/accommodation/lisbon/55702,0,0,1,1,0,1,1,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0,10.0,18.0,0,0,0,1,0,0,200.0,0
81,Comfy double bedroom close to Instituto Superior Economia e Gestão,14.0,4,Double bedroom,2,6,2,409.0,https://www.uniplaces.com/accommodation/lisbon/55701,0,0,0,1,0,1,1,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0,10.0,20.0,0,0,0,1,0,0,200.0,0
82,Welcoming double bedroom close to Instituto Superior Economia e Gestão,15.0,4,Double bedroom,2,6,2,409.0,https://www.uniplaces.com/accommodation/lisbon/55706,0,0,0,1,0,1,1,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0,10.0,13.0,0,0,0,1,0,0,200.0,0
83,Good looking single bedroom next to Parque da Bela Vista,23.0,5,Single bedroom,1,5,2,330.0,https://www.uniplaces.com/accommodation/lisbon/24453,0,1,1,0,1,1,1,2,1,1,2,Fortnightly,Included,0.0,Weekly,27.0,Alvalade,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0,0,160.0,,0,1,1,0,1,0,0.0,1
84,Cosy double bedroom in Anjos near the metro station,15.0,0,Double bedroom,1,4,1,370.0,https://www.uniplaces.com/accommodation/lisbon/90627,0,0,1,0,1,1,1,2,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Anjos,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0,100.0,,0,0,0,1,1,0,0.0,1
85,Friendly double bedroom in a 7-bedroom apartment near Saldanha metro station,16.0,0,Double bedroom,2,7,1,448.0,https://www.uniplaces.com/accommodation/lisbon/46972,0,0,1,1,2,0,0,1,1,0,0,Monthly,Included,90.0,Weekly,118.0,Saldanha,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
86,Inviting double bedroom close to Campo Pequeno metro station,16.0,0,Double bedroom,2,7,1,448.0,https://www.uniplaces.com/accommodation/lisbon/46969,0,0,1,1,2,0,0,1,1,0,0,Monthly,Included,90.0,Weekly,118.0,Saldanha,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
87,Welcoming double bedroom in residential Alcântara,13.0,2,Double bedroom,2,6,2,420.0,https://www.uniplaces.com/accommodation/lisbon/52696,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
88,Tasteful double bedroom near Jardim da Estrela,14.0,2,Double bedroom,2,6,2,420.0,https://www.uniplaces.com/accommodation/lisbon/52697,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
89,"Very nice double bedroom in a 6-bedroom flat, in Alcântara",14.0,2,Double bedroom,2,6,2,420.0,https://www.uniplaces.com/accommodation/lisbon/52695,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
90,Single bedroom in a 7-bedroom apartment near IST,33.0,0,Single bedroom,1,7,3,391.0,https://www.uniplaces.com/accommodation/lisbon/385421,1,0,1,1,0,0,0,1,0,0,0,Monthly,Included,0.0,Weekly,27.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
91,Homely single bedroom near Instituto Superior Técnico,9.0,4,Single bedroom,1,7,2,424.0,https://www.uniplaces.com/accommodation/lisbon/42380,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,145.0,Alameda,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,200.0,0
92,Airy single ensuite bedroom in Benfica,17.0,0,Double bedroom,1,5,2,360.0,https://www.uniplaces.com/accommodation/lisbon/150763,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Not included,0.0,Not specified,27.0,Benfica,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,240.0,,1,0,0,1,0,0,0.0,1
93,Welcoming single bedroom in a 5-bedroom apartment near Universidade Lusíada,12.0,4,Single bedroom,1,5,1,300.0,https://www.uniplaces.com/accommodation/lisbon/15918,0,0,1,0,1,0,0,0,1,0,2,Fortnightly,Included,0.0,Not specified,27.0,Ajuda,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0.0,0,25.0,9.0,0,1,1,0,0,0,0.0,1
94,Nice single bedroom close to city centre,15.0,0,Single bedroom,1,7,2,426.0,https://www.uniplaces.com/accommodation/lisbon/69993,1,0,0,0,1,0,0,4,1,0,0,Monthly,Included,0.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,100.0,10.0,0,1,1,0,0,0,200.0,0
95,Pleasant double bedroom in classic Alfama,15.0,0,Double bedroom,1,4,3,825.0,https://www.uniplaces.com/accommodation/lisbon/434842,1,0,1,0,2,0,0,1,1,0,0,Fortnightly,Included,0.0,Not specified,90.0,Alfama,1,0,1,0,0,1,0,0,3,3,3,0,1,1,1,1,1,1,0,0,0,2,0,0,1,1,1,0.0,0,,10.0,0,1,0,1,0,0,412.0,1
96,Airy single ensuite bedroom in Benfica,17.0,0,Double bedroom,1,5,2,360.0,https://www.uniplaces.com/accommodation/lisbon/150763,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Not included,0.0,Not specified,27.0,Benfica,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,240.0,,1,0,0,1,0,0,0.0,1
97,Nice single bedroom close to city centre,15.0,0,Single bedroom,1,7,2,426.0,https://www.uniplaces.com/accommodation/lisbon/69993,1,0,0,0,1,0,0,4,1,0,0,Monthly,Included,0.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,100.0,10.0,0,1,1,0,0,0,200.0,0
98,Pleasant double bedroom in classic Alfama,15.0,0,Double bedroom,1,4,3,825.0,https://www.uniplaces.com/accommodation/lisbon/434842,1,0,1,0,2,0,0,1,1,0,0,Fortnightly,Included,0.0,Not specified,90.0,Alfama,1,0,1,0,0,1,0,0,3,3,3,0,1,1,1,1,1,1,0,0,0,2,0,0,1,1,1,0.0,0,,10.0,0,1,0,1,0,0,412.0,1
99,Welcoming double bedroom near the famous Basílica da Estrela,12.0,0,Double bedroom,2,6,2,431.0,https://www.uniplaces.com/accommodation/lisbon/252468,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,100.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
100,Bright double bedroom in residential Estrela,10.0,3,Double bedroom,2,6,2,431.0,https://www.uniplaces.com/accommodation/lisbon/52710,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
101,Alluring double bedroom not far from Instituto Superior de Agronomia,10.0,2,Double bedroom,2,6,2,431.0,https://www.uniplaces.com/accommodation/lisbon/52706,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
102,Neat double room in Estrela not far from Instituto Superior de Economia e Gestão,10.0,3,Double bedroom,2,6,2,431.0,https://www.uniplaces.com/accommodation/lisbon/52711,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
103,Double bedroom near Instituto Superior Técnico,16.0,0,Double bedroom,2,7,3,403.0,https://www.uniplaces.com/accommodation/lisbon/1587,1,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,28.0,Arroios,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
104,"Breezy single bedroom with a balcony, in Benfica",11.0,3,Single bedroom,1,9,2,385.0,https://www.uniplaces.com/accommodation/lisbon/281784,1,0,1,1,1,0,0,0,0,0,1,Monthly,Included,0.0,Weekly,27.0,Benfica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
105,Inviting single bedroom near ISEL - Instituto Superior de Engenharia de Lisboa,12.0,5,Single bedroom,1,5,3,375.0,https://www.uniplaces.com/accommodation/lisbon/57823,0,0,1,0,1,0,0,1,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Unknown,1,1,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0.0,0,100.0,,0,1,1,0,0,1,0.0,0
106,Cool looking single bedroom close to IST,13.0,0,Single bedroom,1,5,2,443.0,https://www.uniplaces.com/accommodation/lisbon/27850,1,0,1,1,1,0,0,3,1,0,0,Monthly,Included,0.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0,0,,,0,1,1,0,0,0,200.0,0
107,Comfy double bedroom in typical Estrela,11.0,3,Double bedroom,2,6,2,442.0,https://www.uniplaces.com/accommodation/lisbon/52707,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
108,Nice single bedroom minutes away from IST,13.0,0,Double bedroom,1,5,2,447.0,https://www.uniplaces.com/accommodation/lisbon/27851,1,0,1,1,1,0,0,3,1,0,0,Monthly,Included,0.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0,0,,,0,1,0,1,0,0,200.0,0
109,Nice double bedroom near Intendente metro station,31.0,0,Double bedroom,2,8,2,420.0,https://www.uniplaces.com/accommodation/lisbon/408044,0,0,1,1,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,140.0,Anjos,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,229.0,0
110,Cheerful double bedroom in Alcântara,46.0,5,Double bedroom,1,9,3,430.0,https://www.uniplaces.com/accommodation/lisbon/498,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,325.0,18.0,0,1,0,1,0,0,0.0,0
111,Nice double bedroom close to Escola Superior de Música de Lisboa - 1 month free,10.0,0,Double bedroom,2,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82927,0,0,1,1,1,0,0,2,0,0,1,Monthly,Included,90.0,Weekly,80.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
112,Homely double bedroom close to Universidade Católica de Lisboa,11.0,0,Double bedroom,2,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82928,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,90.0,Weekly,60.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
113,"Comfortable double bedroom with a balcony, in Benfica",11.0,3,Double bedroom,2,9,2,397.0,https://www.uniplaces.com/accommodation/lisbon/281787,1,0,1,1,1,0,0,0,0,0,1,Monthly,Included,90.0,Weekly,90.0,Benfica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
114,Great double bedroom close to Escola Superior de Educação de Lisboa,12.0,0,Double bedroom,1,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82948,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,0.0,Weekly,145.0,Benfica,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
115,Cool double bedroom close to Instituto Politécnico de Lisboa,12.0,0,Double bedroom,1,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82950,0,0,0,0,0,0,0,1,0,0,1,Monthly,Included,0.0,Weekly,145.0,Benfica,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
116,Homely double bedroom close to Jardim Zoológico metro station,9.0,0,Double bedroom,2,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82959,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,90.0,Weekly,27.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
117,Amazing bedroom near Universidade Católica de Lisboa,12.0,0,Double bedroom,1,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82949,0,0,0,0,0,0,0,1,0,0,1,Monthly,Included,0.0,Weekly,145.0,Benfica,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
118,Homely single bedroom in Arroios,17.0,0,Single bedroom,1,4,1,420.0,https://www.uniplaces.com/accommodation/lisbon/149986,0,0,1,1,1,0,0,2,0,0,0,Fortnightly,Included,0.0,Not specified,90.0,Arroios,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.0,0,85.0,,0,0,1,0,1,0,0.0,1
119,Cool and comfortable double bedroom in Arroios,14.0,0,Double bedroom,1,4,1,420.0,https://www.uniplaces.com/accommodation/lisbon/55906,0,0,1,1,1,0,0,2,0,0,0,Fortnightly,Some included,0.0,Monthly,90.0,Arroios,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.0,0,85.0,,0,0,0,1,1,0,0.0,1
120,Nice single bedroom ensuite close to IST,13.0,0,Single bedroom,1,7,2,530.0,https://www.uniplaces.com/accommodation/lisbon/271052,0,0,1,0,1,1,1,4,1,0,0,Fortnightly,Some included,0.0,Weekly,90.0,Roma-Areeiro,1,1,0,0,1,1,1,0,2,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0.0,0,,,1,1,1,0,0,1,0.0,0
121,Cheerful twin bedroom near IST,17.0,0,Twin bedroom,2,5,2,466.0,https://www.uniplaces.com/accommodation/lisbon/27853,1,0,1,1,1,0,0,3,1,0,0,Monthly,Included,100.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0,0,,,0,1,1,1,0,0,200.0,0
122,Cosy double bedroom in a residence in the Alcântara neighbourhood,13.0,3,Double bedroom,2,0,2,420.0,https://www.uniplaces.com/accommodation/lisbon/70119,1,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,130.0,Alcântara,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,110.0,13.0,0,0,0,1,0,0,200.0,0
123,Charming double bedroom close to IST,13.0,0,Twin bedroom,1,7,3,620.0,https://www.uniplaces.com/accommodation/lisbon/271046,0,0,1,0,1,1,1,4,1,0,0,Fortnightly,Some included,0.0,Weekly,90.0,Roma-Areeiro,1,1,0,0,1,1,1,0,2,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0.0,0,,,0,1,2,0,0,1,0.0,0
124,Single bedroom close to NOVA School of Science and Technology,11.0,0,Single bedroom,1,4,2,400.0,https://www.uniplaces.com/accommodation/lisbon/437390,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,0.0,Monthly,90.0,Caparica,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,1,0.0,0
125,"High-quality twin bedroom in apartment, nearby Saldanha close to IST",23.0,0,Double bedroom,2,7,2,420.0,https://www.uniplaces.com/accommodation/lisbon/58504,1,0,1,1,1,0,0,3,0,0,0,Monthly,Not included,150.0,Not specified,27.0,Arroios,1,0,1,0,1,1,0,0,2,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,0,160.0,17.0,0,0,0,1,0,0,0.0,1
126,Twin bedroom near Areeiro metro station,20.0,0,Twin bedroom,2,6,2,459.0,https://www.uniplaces.com/accommodation/lisbon/1761,1,0,1,1,1,0,0,3,0,0,1,Monthly,Included,100.0,Weekly,145.0,Entrecampos,1,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.0,0,,,0,1,2,0,0,0,200.0,0
127,Sunny double bedroom with balcony in trendy Alcântara,42.0,5,Double bedroom,1,9,3,450.0,https://www.uniplaces.com/accommodation/lisbon/64683,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Not specified,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,325.0,19.0,0,1,0,1,0,0,0.0,0
128,Delightful double bedroom in Benfica - 1 month free,11.0,3,Double bedroom,2,9,2,415.0,https://www.uniplaces.com/accommodation/lisbon/281782,1,0,1,1,1,0,0,0,0,0,1,Monthly,Included,90.0,Weekly,80.0,Benfica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
129,Nice double bedroom in Alcântara,13.0,3,Double bedroom,2,0,2,431.0,https://www.uniplaces.com/accommodation/lisbon/70115,1,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,90.0,Weekly,118.0,Alcântara,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,110.0,15.0,0,0,0,1,0,0,200.0,0
130,Charming single bedroom next to Alameda metro station,14.0,0,Single bedroom,1,5,2,482.0,https://www.uniplaces.com/accommodation/lisbon/27852,1,0,1,1,1,0,0,3,1,0,0,Monthly,Included,0.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0,0,,,0,1,1,0,0,0,200.0,0
131,Comfortable double bedroom near Anjos metro station,16.0,3,Single bedroom,2,7,3,447.0,https://www.uniplaces.com/accommodation/lisbon/94938,1,0,1,0,0,0,0,4,1,0,0,Monthly,Included,90.0,Weekly,145.0,Arroios,1,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
